s_no,date_time,date1,date_of_month,month_name,time_in_hrs,location,state,wind_speed_10m_mps,wind_speed_100m_mps,avg_wind_speed_mps,temperature_c,pressure_hpa,humidity_percentage,humidity_level,energy_output_kwh
1987,23/03/2024 18:00,23/03/2024,23,March,18:00,Kanniyakumari,Tamil Nadu,4.16098,5.17606,4.66852,29.9,1012.4,50.5868,Medium,328.559
1988,23/03/2024 19:00,23/03/2024,23,March,19:00,Kanniyakumari,Tamil Nadu,13.9144,14.5748,14.2446,29.3,1013.96,68.5303,Medium,7361.27
1989,23/03/2024 20:00,23/03/2024,23,March,20:00,Kanniyakumari,Tamil Nadu,6.2619,10.8579,8.55992,28.8,987.247,49.9667,Medium,2968.32
1990,23/03/2024 21:00,23/03/2024,23,March,21:00,Kanniyakumari,Tamil Nadu,6.83707,10.0576,8.44733,28.3,1000.65,42.9395,Medium,2395.11
1991,23/03/2024 22:00,23/03/2024,23,March,22:00,Kanniyakumari,Tamil Nadu,11.8777,14.0065,12.9421,27.6,1005.05,86.4573,High,6512.59
1992,23/03/2024 23:00,23/03/2024,23,March,23:00,Kanniyakumari,Tamil Nadu,6.40471,10.4497,8.42721,26.7,1007.11,57.0761,Medium,2718.08
1993,24/03/2024 00:00,24/03/2024,24,March,00:00,Kanniyakumari,Tamil Nadu,14.3768,17.6942,16.0355,26,1007.4,85.0593,High,13230.6
1994,24/03/2024 01:00,24/03/2024,24,March,01:00,Kanniyakumari,Tamil Nadu,11.5931,14.8834,13.2382,25.5,980.534,89.1322,High,7676.91
1995,24/03/2024 02:00,24/03/2024,24,March,02:00,Kanniyakumari,Tamil Nadu,9.76658,12.4583,11.1124,25.1,1018.39,52.0182,Medium,4682.57
1996,24/03/2024 03:00,24/03/2024,24,March,03:00,Kanniyakumari,Tamil Nadu,13.4516,13.9873,13.7195,24.6,1003.17,50.7822,Medium,6538.88
1997,24/03/2024 04:00,24/03/2024,24,March,04:00,Kanniyakumari,Tamil Nadu,2.64488,4.30796,3.47642,24.6,987.767,42.5137,Medium,188.103
1998,24/03/2024 05:00,24/03/2024,24,March,05:00,Kanniyakumari,Tamil Nadu,5.34181,6.33266,5.83724,25.5,1010.65,60.6575,Medium,609.5
1999,24/03/2024 06:00,24/03/2024,24,March,06:00,Kanniyakumari,Tamil Nadu,8.04547,11.5263,9.78589,27,982.162,42.9374,Medium,3553.81
2000,24/03/2024 07:00,24/03/2024,24,March,07:00,Kanniyakumari,Tamil Nadu,4.95072,6.56951,5.76012,28,986.61,44.8319,Medium,658.78
2001,24/03/2024 08:00,24/03/2024,24,March,08:00,Kanniyakumari,Tamil Nadu,11.6708,14.1965,12.9336,29.8,995.867,75.4238,High,6670.42
2002,24/03/2024 09:00,24/03/2024,24,March,09:00,Kanniyakumari,Tamil Nadu,13.9497,16.0401,14.9949,30.9,1002.53,56.2432,Medium,9650.57
2003,24/03/2024 10:00,24/03/2024,24,March,10:00,Kanniyakumari,Tamil Nadu,7.50901,8.65341,8.08121,31.8,996.707,42.9278,Medium,1502.03
2004,24/03/2024 11:00,24/03/2024,24,March,11:00,Kanniyakumari,Tamil Nadu,6.44772,11.2604,8.85406,31.9,992.147,47.8877,Medium,3293.39
2005,24/03/2024 12:00,24/03/2024,24,March,12:00,Kanniyakumari,Tamil Nadu,14.5002,19.2005,16.8504,32.2,1009.48,41.6211,Medium,16596.5
2006,24/03/2024 13:00,24/03/2024,24,March,13:00,Kanniyakumari,Tamil Nadu,7.78308,8.66382,8.22345,31.8,980.269,44.4302,Medium,1482.59
2007,24/03/2024 14:00,24/03/2024,24,March,14:00,Kanniyakumari,Tamil Nadu,8.35763,12.5808,10.4692,30.9,1007.14,74.8393,High,4677.82
2008,24/03/2024 15:00,24/03/2024,24,March,15:00,Kanniyakumari,Tamil Nadu,6.57145,9.26913,7.92029,30.8,1017.99,81.2177,High,1891.64
2009,24/03/2024 16:00,24/03/2024,24,March,16:00,Kanniyakumari,Tamil Nadu,13.8241,17.8059,15.815,30.1,986.02,87.2651,High,13018.4
2010,24/03/2024 17:00,24/03/2024,24,March,17:00,Kanniyakumari,Tamil Nadu,9.39642,10.5766,9.98652,29.4,1014.23,89.4333,High,2812.93
2011,24/03/2024 18:00,24/03/2024,24,March,18:00,Kanniyakumari,Tamil Nadu,11.9083,13.0035,12.4559,28.7,987.413,54.4334,Medium,5101.13
2012,24/03/2024 19:00,24/03/2024,24,March,19:00,Kanniyakumari,Tamil Nadu,12.5535,17.0619,14.8077,28.3,996.834,34.0082,Low,11648.4
2013,24/03/2024 20:00,24/03/2024,24,March,20:00,Kanniyakumari,Tamil Nadu,6.44404,10.9842,8.71413,28.1,1019,66.1728,Medium,3179.32
2014,24/03/2024 21:00,24/03/2024,24,March,21:00,Kanniyakumari,Tamil Nadu,7.63803,10.2346,8.93633,27.5,1011.47,34.153,Low,2557.91
2015,24/03/2024 22:00,24/03/2024,24,March,22:00,Kanniyakumari,Tamil Nadu,13.0301,17.4458,15.238,26.9,994.376,71.8147,High,12479.9
2016,24/03/2024 23:00,24/03/2024,24,March,23:00,Kanniyakumari,Tamil Nadu,6.72232,10.2259,8.4741,26.6,993.971,72.2224,High,2514.75
2017,25/03/2024 00:00,25/03/2024,25,March,00:00,Kanniyakumari,Tamil Nadu,12.3212,13.6537,12.9874,26.6,992.882,38.8819,Low,5979.53
2018,25/03/2024 01:00,25/03/2024,25,March,01:00,Kanniyakumari,Tamil Nadu,14.2329,16.2132,15.223,26.7,994.5,75.7317,High,10025
2019,25/03/2024 02:00,25/03/2024,25,March,02:00,Kanniyakumari,Tamil Nadu,10.1017,11.214,10.6579,27,1019.04,45.7207,Medium,3395.56
2020,25/03/2024 03:00,25/03/2024,25,March,03:00,Kanniyakumari,Tamil Nadu,11.6412,15.6239,13.6325,26.7,993.631,52.8294,Medium,8963.32
2021,25/03/2024 04:00,25/03/2024,25,March,04:00,Kanniyakumari,Tamil Nadu,12.4663,17.3999,14.9331,26.3,997.804,33.6857,Low,12449.1
2022,25/03/2024 05:00,25/03/2024,25,March,05:00,Kanniyakumari,Tamil Nadu,12.9855,15.9442,14.4649,26.2,988.486,55.8689,Medium,9492.45
2023,25/03/2024 06:00,25/03/2024,25,March,06:00,Kanniyakumari,Tamil Nadu,7.13569,10.5871,8.86139,26.9,1005.55,48.2371,Medium,2820.44
2024,25/03/2024 07:00,25/03/2024,25,March,07:00,Kanniyakumari,Tamil Nadu,2.66642,6.52384,4.59513,28.1,1013.31,68.2885,Medium,662.373
2025,25/03/2024 08:00,25/03/2024,25,March,08:00,Kanniyakumari,Tamil Nadu,7.22439,8.73356,7.97897,29.4,991.439,46.1526,Medium,1548.17
2026,25/03/2024 09:00,25/03/2024,25,March,09:00,Kanniyakumari,Tamil Nadu,10.7588,12.7708,11.7648,31.1,988.51,67.1341,Medium,4799.39
2027,25/03/2024 10:00,25/03/2024,25,March,10:00,Kanniyakumari,Tamil Nadu,7.85456,10.21,9.03228,32.8,998.055,48.0522,Medium,2462.4
2028,25/03/2024 11:00,25/03/2024,25,March,11:00,Kanniyakumari,Tamil Nadu,11.7365,14.9122,13.3243,34.2,1007.39,44.1333,Medium,7708.42
2029,25/03/2024 12:00,25/03/2024,25,March,12:00,Kanniyakumari,Tamil Nadu,6.64077,10.968,8.80438,34.8,996.264,74.5347,High,3027.28
2030,25/03/2024 13:00,25/03/2024,25,March,13:00,Kanniyakumari,Tamil Nadu,10.2517,11.8956,11.0736,33.4,985.908,48.4989,Medium,3839.47
2031,25/03/2024 14:00,25/03/2024,25,March,14:00,Kanniyakumari,Tamil Nadu,4.42346,7.04246,5.73296,32.4,987.214,42.6855,Medium,800.349
2032,25/03/2024 15:00,25/03/2024,25,March,15:00,Kanniyakumari,Tamil Nadu,11.7418,15.6237,13.6828,32,991.5,87.4867,High,8788.39
2033,25/03/2024 16:00,25/03/2024,25,March,16:00,Kanniyakumari,Tamil Nadu,9.09405,9.98728,9.54066,31.3,1013.38,81.3914,High,2351.67
2034,25/03/2024 17:00,25/03/2024,25,March,17:00,Kanniyakumari,Tamil Nadu,4.65284,7.46086,6.05685,30,1000.37,58.7648,Medium,971.953
2035,25/03/2024 18:00,25/03/2024,25,March,18:00,Kanniyakumari,Tamil Nadu,5.79485,6.94455,6.3697,29.8,1003.51,34.4711,Low,786.798
2036,25/03/2024 19:00,25/03/2024,25,March,19:00,Kanniyakumari,Tamil Nadu,11.7319,14.6581,13.195,29.6,988.049,61.8858,Medium,7289.6
2037,25/03/2024 20:00,25/03/2024,25,March,20:00,Kanniyakumari,Tamil Nadu,8.27382,12.229,10.2514,28.9,1006.18,32.1113,Low,4320.65
2038,25/03/2024 21:00,25/03/2024,25,March,21:00,Kanniyakumari,Tamil Nadu,4.80841,6.37467,5.59154,28.2,1013.55,79.8781,High,617.911
2039,25/03/2024 22:00,25/03/2024,25,March,22:00,Kanniyakumari,Tamil Nadu,14.5745,18.8972,16.7359,27.5,988.004,55.4324,Medium,15727.7
2040,25/03/2024 23:00,25/03/2024,25,March,23:00,Kanniyakumari,Tamil Nadu,11.2966,13.3032,12.2999,26.5,982.338,42.8517,Medium,5473.9
2041,26/03/2024 00:00,26/03/2024,26,March,00:00,Kanniyakumari,Tamil Nadu,14.4428,15.8013,15.122,25.3,1006.56,75.8613,High,9436.78
2042,26/03/2024 01:00,26/03/2024,26,March,01:00,Kanniyakumari,Tamil Nadu,7.55237,10.1463,8.84934,26.9,1012.63,39.9136,Low,2500.13
2043,26/03/2024 02:00,26/03/2024,26,March,02:00,Kanniyakumari,Tamil Nadu,8.1763,12.6186,10.3975,27.1,1007.37,71.7502,High,4781.04
2044,26/03/2024 03:00,26/03/2024,26,March,03:00,Kanniyakumari,Tamil Nadu,13.6734,14.4836,14.0785,26.4,997.137,68.36,Medium,7172.89
2045,26/03/2024 04:00,26/03/2024,26,March,04:00,Kanniyakumari,Tamil Nadu,8.82564,10.7997,9.81268,26.3,1006.14,39.6818,Low,3001.57
2046,26/03/2024 05:00,26/03/2024,26,March,05:00,Kanniyakumari,Tamil Nadu,11.1946,14.6339,12.9142,23.6,1019.88,69.8583,Medium,7638.56
2047,26/03/2024 06:00,26/03/2024,26,March,06:00,Kanniyakumari,Tamil Nadu,5.27825,7.38736,6.3328,25.9,1004.94,76.9301,High,960.823
2048,26/03/2024 07:00,26/03/2024,26,March,07:00,Kanniyakumari,Tamil Nadu,7.80744,8.62615,8.2168,27.5,1001.13,76.6501,High,1515.85
2049,26/03/2024 08:00,26/03/2024,26,March,08:00,Kanniyakumari,Tamil Nadu,3.60485,5.59884,4.60185,29.5,1001.59,66.2083,Medium,4560.08
2050,26/03/2024 09:00,26/03/2024,26,March,09:00,Kanniyakumari,Tamil Nadu,4.67774,8.87206,6.7749,31.5,998.761,35.777,Low,1623.72
2051,26/03/2024 10:00,26/03/2024,26,March,10:00,Kanniyakumari,Tamil Nadu,2.01226,6.86843,4.44035,33.3,1007.51,40.2695,Medium,755.513
2052,26/03/2024 11:00,26/03/2024,26,March,11:00,Kanniyakumari,Tamil Nadu,2.51045,3.18945,2.84995,34.7,1013.79,47.8545,Medium,75.7766
2053,26/03/2024 12:00,26/03/2024,26,March,12:00,Kanniyakumari,Tamil Nadu,14.7047,17.7665,16.2356,34.1,1008.83,86.2392,High,13058.9
2054,26/03/2024 13:00,26/03/2024,26,March,13:00,Kanniyakumari,Tamil Nadu,8.4606,6.12446,7.29253,32.5,989.016,35.7511,Low,527.182
2055,26/03/2024 14:00,26/03/2024,26,March,14:00,Kanniyakumari,Tamil Nadu,10.623,14.1848,12.4039,31.2,994.666,62.9678,Medium,6615.36
2056,26/03/2024 15:00,26/03/2024,26,March,15:00,Kanniyakumari,Tamil Nadu,12.9083,13.4438,13.1761,30.7,1003.64,83.5417,High,5691.96
2057,26/03/2024 16:00,26/03/2024,26,March,16:00,Kanniyakumari,Tamil Nadu,9.15859,9.72492,9.44175,30.7,1019.73,56.2914,Medium,2189.07
2058,26/03/2024 17:00,26/03/2024,26,March,17:00,Kanniyakumari,Tamil Nadu,3.99088,7.98684,5.98886,30.4,982.744,82.8663,High,1169.8
2059,26/03/2024 18:00,26/03/2024,26,March,18:00,Kanniyakumari,Tamil Nadu,11.4655,12.3005,11.883,29.3,987.543,49.3761,Medium,4309.69
2060,26/03/2024 19:00,26/03/2024,26,March,19:00,Kanniyakumari,Tamil Nadu,9.80327,11.6766,10.7399,28.8,1010.99,56.5401,Medium,3780.39
2061,26/03/2024 20:00,26/03/2024,26,March,20:00,Kanniyakumari,Tamil Nadu,11.5063,16.3174,13.9118,28.3,987.692,65.754,Medium,10095.8
2062,26/03/2024 21:00,26/03/2024,26,March,21:00,Kanniyakumari,Tamil Nadu,12.0067,16.9403,14.4735,28.4,1006.9,69.0669,Medium,11512.5
2063,26/03/2024 22:00,26/03/2024,26,March,22:00,Kanniyakumari,Tamil Nadu,14.6803,15.9066,15.2935,27.9,1019.77,53.5599,Medium,9668.94
2064,26/03/2024 23:00,26/03/2024,26,March,23:00,Kanniyakumari,Tamil Nadu,9.45632,12.4804,10.9684,25.4,1005.63,57.599,Medium,4643.9
2065,27/03/2024 00:00,27/03/2024,27,March,00:00,Kanniyakumari,Tamil Nadu,6.44133,9.4575,7.94942,26,999.163,66.7526,Medium,2003.8
2066,27/03/2024 01:00,27/03/2024,27,March,01:00,Kanniyakumari,Tamil Nadu,10.43,12.9658,11.6979,25.6,1013.31,81.0877,High,5243.28
2067,27/03/2024 02:00,27/03/2024,27,March,02:00,Kanniyakumari,Tamil Nadu,2.88973,7.55088,5.2203,24.4,1010.87,51.3952,Medium,1037.3
2068,27/03/2024 03:00,27/03/2024,27,March,03:00,Kanniyakumari,Tamil Nadu,13.6662,17.5593,15.6127,24.5,1008.43,63.5709,Medium,13009
2069,27/03/2024 04:00,27/03/2024,27,March,04:00,Kanniyakumari,Tamil Nadu,3.55195,7.49232,5.52214,24.3,984.688,75.5247,High,987.443
2070,27/03/2024 05:00,27/03/2024,27,March,05:00,Kanniyakumari,Tamil Nadu,6.26196,7.97502,7.11849,24.7,1005.27,87.7274,High,1214.11
2071,27/03/2024 06:00,27/03/2024,27,March,06:00,Kanniyakumari,Tamil Nadu,12.6047,15.0591,13.8319,26.5,980.531,37.2725,Low,7925.45
2072,27/03/2024 07:00,27/03/2024,27,March,07:00,Kanniyakumari,Tamil Nadu,9.76506,12.4585,11.1118,27.6,982.26,34.7711,Low,4479.12
2073,27/03/2024 08:00,27/03/2024,27,March,08:00,Kanniyakumari,Tamil Nadu,7.11726,8.96237,8.03981,29.9,981.545,32.2349,Low,4560.08
2074,27/03/2024 09:00,27/03/2024,27,March,09:00,Kanniyakumari,Tamil Nadu,8.15466,9.08134,8.618,32.2,984.357,42.7572,Medium,1712.31
2075,27/03/2024 10:00,27/03/2024,27,March,10:00,Kanniyakumari,Tamil Nadu,13.1091,14.1777,13.6434,33.4,997.3,61.7565,Medium,6575.4
2076,27/03/2024 11:00,27/03/2024,27,March,11:00,Kanniyakumari,Tamil Nadu,6.42006,7.73308,7.07657,34.8,1017.85,40.1129,Medium,1084.02
2077,27/03/2024 12:00,27/03/2024,27,March,12:00,Kanniyakumari,Tamil Nadu,13.3054,14.7219,14.0137,34.1,982.995,44.8366,Medium,7239.81
2078,27/03/2024 13:00,27/03/2024,27,March,13:00,Kanniyakumari,Tamil Nadu,3.14575,4.73593,3.94084,31.8,1008.85,39.8344,Low,249.225
2079,27/03/2024 14:00,27/03/2024,27,March,14:00,Kanniyakumari,Tamil Nadu,12.0984,13.7479,12.9232,31.8,1000.29,82.7847,High,6044.91
2080,27/03/2024 15:00,27/03/2024,27,March,15:00,Kanniyakumari,Tamil Nadu,13.0181,15.5688,14.2935,32.1,991.034,82.3473,High,8689.19
2081,27/03/2024 16:00,27/03/2024,27,March,16:00,Kanniyakumari,Tamil Nadu,4.36363,7.15671,5.76017,30.9,992.677,57.7571,Medium,848.751
2082,27/03/2024 17:00,27/03/2024,27,March,17:00,Kanniyakumari,Tamil Nadu,7.5945,9.48446,8.53948,29.4,980.914,49.7,Medium,1961.78
2083,27/03/2024 18:00,27/03/2024,27,March,18:00,Kanniyakumari,Tamil Nadu,4.1515,8.73433,6.44291,29.5,1008.02,85.3493,High,1573.96
2084,27/03/2024 19:00,27/03/2024,27,March,19:00,Kanniyakumari,Tamil Nadu,11.1859,14.175,12.6804,29.1,984.017,67.8079,Medium,6576.29
2085,27/03/2024 20:00,27/03/2024,27,March,20:00,Kanniyakumari,Tamil Nadu,8.95952,13.0032,10.9813,28.7,981.388,39.7668,Low,5069.61
2086,27/03/2024 21:00,27/03/2024,27,March,21:00,Kanniyakumari,Tamil Nadu,10.2592,14.9183,12.5887,28.4,998.733,78.612,High,7798.72
2087,27/03/2024 22:00,27/03/2024,27,March,22:00,Kanniyakumari,Tamil Nadu,4.55433,5.78844,5.17138,28.3,999.094,48.6387,Medium,455.882
2088,27/03/2024 23:00,27/03/2024,27,March,23:00,Kanniyakumari,Tamil Nadu,4.7527,7.17813,5.96541,28.3,1006.19,81.7212,High,875.54
2089,28/03/2024 00:00,28/03/2024,28,March,00:00,Kanniyakumari,Tamil Nadu,2.53947,4.98891,3.76419,28.2,1008.26,62.135,Medium,294.642
2090,28/03/2024 01:00,28/03/2024,28,March,01:00,Kanniyakumari,Tamil Nadu,6.18688,8.282,7.23444,27.9,1000.35,71.5752,High,1338.74
2091,28/03/2024 02:00,28/03/2024,28,March,02:00,Kanniyakumari,Tamil Nadu,9.27668,9.81676,9.54672,27.5,1008.32,72.6956,High,2250.19
2092,28/03/2024 03:00,28/03/2024,28,March,03:00,Kanniyakumari,Tamil Nadu,13.1532,17.325,15.2391,27.2,990.009,32.8513,Low,12156.6
2093,28/03/2024 04:00,28/03/2024,28,March,04:00,Kanniyakumari,Tamil Nadu,10.6701,11.6721,11.1711,26.7,985.748,74.2212,High,3707.52
2094,28/03/2024 05:00,28/03/2024,28,March,05:00,Kanniyakumari,Tamil Nadu,7.66015,12.6398,10.15,26.4,1017.26,43.8844,Medium,4863.64
2095,28/03/2024 06:00,28/03/2024,28,March,06:00,Kanniyakumari,Tamil Nadu,14.3906,18.3689,16.3797,26.8,994.93,75.7977,High,14580.4
2096,28/03/2024 07:00,28/03/2024,28,March,07:00,Kanniyakumari,Tamil Nadu,11.3502,14.4602,12.9052,27.6,983.602,48.4974,Medium,7013.22
2097,28/03/2024 08:00,28/03/2024,28,March,08:00,Kanniyakumari,Tamil Nadu,14.0921,15.2879,14.69,29.7,1013.08,35.6125,Low,8476.9
2098,28/03/2024 09:00,28/03/2024,28,March,09:00,Kanniyakumari,Tamil Nadu,8.85864,11.6779,10.2683,31.4,1004.52,66.2833,Medium,3725.42
2099,28/03/2024 10:00,28/03/2024,28,March,10:00,Kanniyakumari,Tamil Nadu,5.36576,7.04074,6.20325,32.8,1003.68,89.3503,High,812.04
2100,28/03/2024 11:00,28/03/2024,28,March,11:00,Kanniyakumari,Tamil Nadu,2.68675,4.3222,3.50447,33.9,985.305,31.485,Low,183.761
2101,28/03/2024 12:00,28/03/2024,28,March,12:00,Kanniyakumari,Tamil Nadu,11.4391,15.672,13.5555,34.5,1010.3,31.0059,Low,8964.81
2102,28/03/2024 13:00,28/03/2024,28,March,13:00,Kanniyakumari,Tamil Nadu,3.57694,5.78984,4.68339,33.1,988.145,41.0242,Medium,444.142
2103,28/03/2024 14:00,28/03/2024,28,March,14:00,Kanniyakumari,Tamil Nadu,5.93608,8.46433,7.2002,31.5,981.684,38.1353,Low,1385.88
2104,28/03/2024 15:00,28/03/2024,28,March,15:00,Kanniyakumari,Tamil Nadu,8.92212,13.2155,11.0688,31.1,986.442,73.6798,High,5307.2
2105,28/03/2024 16:00,28/03/2024,28,March,16:00,Kanniyakumari,Tamil Nadu,9.33742,10.2325,9.78494,31.2,1008.02,66.1957,Medium,2516.61
2106,28/03/2024 17:00,28/03/2024,28,March,17:00,Kanniyakumari,Tamil Nadu,9.80758,12.9834,11.3955,30,1011.65,34.9449,Low,5179.77
2107,28/03/2024 18:00,28/03/2024,28,March,18:00,Kanniyakumari,Tamil Nadu,4.16132,7.26329,5.7123,29.4,989.864,36.9731,Low,889.111
2108,28/03/2024 19:00,28/03/2024,28,March,19:00,Kanniyakumari,Tamil Nadu,6.93659,9.35005,8.14332,29,992.602,75.6795,High,1904.46
2109,28/03/2024 20:00,28/03/2024,28,March,20:00,Kanniyakumari,Tamil Nadu,10.0235,14.2575,12.1405,28.6,986.509,42.7583,Medium,6719.9
2110,28/03/2024 21:00,28/03/2024,28,March,21:00,Kanniyakumari,Tamil Nadu,14.6076,19.3507,16.9791,28.9,998.11,38.7711,Low,16981
2111,28/03/2024 22:00,28/03/2024,28,March,22:00,Kanniyakumari,Tamil Nadu,11.4592,14.0532,12.7562,27.7,988.802,33.3548,Low,6469.4
2112,28/03/2024 23:00,28/03/2024,28,March,23:00,Kanniyakumari,Tamil Nadu,13.9938,16.5465,15.2702,27.2,1019.36,77.562,High,10904.3
2113,29/03/2024 00:00,29/03/2024,29,March,00:00,Kanniyakumari,Tamil Nadu,11.9088,14.668,13.2884,26.7,1010.68,86.47,High,7544.02
2114,29/03/2024 01:00,29/03/2024,29,March,01:00,Kanniyakumari,Tamil Nadu,9.69232,13.4464,11.5693,26.5,1003.88,80.5269,High,5776.48
2115,29/03/2024 02:00,29/03/2024,29,March,02:00,Kanniyakumari,Tamil Nadu,4.4963,8.00257,6.24944,26.3,1008.85,30.8526,Low,1224.53
2116,29/03/2024 03:00,29/03/2024,29,March,03:00,Kanniyakumari,Tamil Nadu,10.6669,12.1697,11.4183,26,986.676,44.9219,Medium,4215.99
2117,29/03/2024 04:00,29/03/2024,29,March,04:00,Kanniyakumari,Tamil Nadu,10.1039,10.8915,10.4977,25.5,1009.74,78.4874,High,3098.03
2118,29/03/2024 05:00,29/03/2024,29,March,05:00,Kanniyakumari,Tamil Nadu,9.8321,14.6037,12.2179,25.5,993.853,76.4928,High,7350.72
2119,29/03/2024 06:00,29/03/2024,29,March,06:00,Kanniyakumari,Tamil Nadu,8.36722,10.042,9.20462,25.2,998.782,41.0629,Medium,2404.29
2120,29/03/2024 07:00,29/03/2024,29,March,07:00,Kanniyakumari,Tamil Nadu,8.87254,12.2462,10.5594,25.9,1015.41,76.2761,High,4422.64
2121,29/03/2024 08:00,29/03/2024,29,March,08:00,Kanniyakumari,Tamil Nadu,6.34775,10.5757,8.46174,27.3,1017.77,48.7744,Medium,2841.74
2122,29/03/2024 09:00,29/03/2024,29,March,09:00,Kanniyakumari,Tamil Nadu,8.75107,10.6023,9.67669,28.8,1010.74,89.2967,High,2829.34
2123,29/03/2024 10:00,29/03/2024,29,March,10:00,Kanniyakumari,Tamil Nadu,4.56823,7.92768,6.24795,28.0065,1010.7,84.5913,High,4560.08
2124,29/03/2024 11:00,29/03/2024,29,March,11:00,Kanniyakumari,Tamil Nadu,12.4673,13.4528,12.96,30.9,1009.78,82.5971,High,5734.55
2125,29/03/2024 12:00,29/03/2024,29,March,12:00,Kanniyakumari,Tamil Nadu,4.4151,9.27979,6.84745,31.4,1005.06,58.0451,Medium,1870.35
2126,29/03/2024 13:00,29/03/2024,29,March,13:00,Kanniyakumari,Tamil Nadu,3.10456,3.86627,3.48542,31.4,987.822,61.845,Medium,132.946
2127,29/03/2024 14:00,29/03/2024,29,March,14:00,Kanniyakumari,Tamil Nadu,7.6712,10.143,8.90709,30.9,1003.54,70.9662,High,2442.66
2128,29/03/2024 15:00,29/03/2024,29,March,15:00,Kanniyakumari,Tamil Nadu,10.558,13.4737,12.0158,30.6,982.264,40.0953,Medium,5609.81
2129,29/03/2024 16:00,29/03/2024,29,March,16:00,Kanniyakumari,Tamil Nadu,7.69032,11.7475,9.7189,30.4,981.228,63.4145,Medium,3716.66
2130,29/03/2024 17:00,29/03/2024,29,March,17:00,Kanniyakumari,Tamil Nadu,5.5978,6.64288,6.12034,29.8,1013.52,76.0125,High,695.518
2131,29/03/2024 18:00,29/03/2024,29,March,18:00,Kanniyakumari,Tamil Nadu,9.25623,11.7399,10.498,28.9,1001.62,33.2578,Low,3805.32
2132,29/03/2024 19:00,29/03/2024,29,March,19:00,Kanniyakumari,Tamil Nadu,6.51103,8.35973,7.43538,28.4,980.656,43.4871,Medium,1347.45
2133,29/03/2024 20:00,29/03/2024,29,March,20:00,Kanniyakumari,Tamil Nadu,14.1273,16.0313,15.0793,27.5,990.909,79.9511,High,9630.71
2134,29/03/2024 21:00,29/03/2024,29,March,21:00,Kanniyakumari,Tamil Nadu,13.9944,17.9989,15.9967,27.1,1007.32,54.617,Medium,13874
2135,29/03/2024 22:00,29/03/2024,29,March,22:00,Kanniyakumari,Tamil Nadu,8.53083,9.05541,8.79312,27.1,1017.57,39.5486,Low,1784.78
2136,29/03/2024 23:00,29/03/2024,29,March,23:00,Kanniyakumari,Tamil Nadu,6.26249,10.1334,8.19793,26.8,1013.76,47.6242,Medium,2494.18
2137,30/03/2024 00:00,30/03/2024,30,March,00:00,Kanniyakumari,Tamil Nadu,11.5827,15.7295,13.6561,26.3,997.805,73.1552,High,9196.97
2138,30/03/2024 01:00,30/03/2024,30,March,01:00,Kanniyakumari,Tamil Nadu,2.47727,7.0334,4.75533,25.9,991.423,67.2611,Medium,818.066
2139,30/03/2024 02:00,30/03/2024,30,March,02:00,Kanniyakumari,Tamil Nadu,8.172,11.493,9.83248,25.6,992.405,65.895,Medium,3576.47
2140,30/03/2024 03:00,30/03/2024,30,March,03:00,Kanniyakumari,Tamil Nadu,6.3722,8.37275,7.37248,25.4,1009.34,54.3898,Medium,1407.36
2141,30/03/2024 04:00,30/03/2024,30,March,04:00,Kanniyakumari,Tamil Nadu,13.967,16.3895,15.1782,25.3,1012.18,73.8771,High,10589.2
2142,30/03/2024 05:00,30/03/2024,30,March,05:00,Kanniyakumari,Tamil Nadu,2.15604,7.01985,4.58795,25.3,994.619,75.2665,High,817.61
2143,30/03/2024 06:00,30/03/2024,30,March,06:00,Kanniyakumari,Tamil Nadu,9.18659,13.6519,11.4193,25.7,1004.91,73.4874,High,6067.87
2144,30/03/2024 07:00,30/03/2024,30,March,07:00,Kanniyakumari,Tamil Nadu,11.6286,14.2145,12.9216,28.0065,1009.82,77.8919,High,4560.08
2145,30/03/2024 08:00,30/03/2024,30,March,08:00,Kanniyakumari,Tamil Nadu,8.30523,13.049,10.6771,30.3,1013.83,46.5805,Medium,5264.88
2146,30/03/2024 09:00,30/03/2024,30,March,09:00,Kanniyakumari,Tamil Nadu,3.11024,7.31354,5.21189,32.2,1005.64,84.6678,High,913.699
2147,30/03/2024 10:00,30/03/2024,30,March,10:00,Kanniyakumari,Tamil Nadu,14.642,19.1969,16.9195,33.3,1014.57,50.3926,Medium,16610.9
2148,30/03/2024 11:00,30/03/2024,30,March,11:00,Kanniyakumari,Tamil Nadu,8.73414,12.3075,10.5208,33.4,991.262,46.6237,Medium,4275.41
2149,30/03/2024 12:00,30/03/2024,30,March,12:00,Kanniyakumari,Tamil Nadu,9.98442,14.3439,12.1641,32,1007.95,69.5285,Medium,6913.57
2150,30/03/2024 13:00,30/03/2024,30,March,13:00,Kanniyakumari,Tamil Nadu,5.07593,9.58887,7.3324,31.6,996.082,87.7941,High,2043.77
2151,30/03/2024 14:00,30/03/2024,30,March,14:00,Kanniyakumari,Tamil Nadu,8.28547,9.19955,8.74251,31.1,1017.15,45.3735,Medium,1845.99
2152,30/03/2024 15:00,30/03/2024,30,March,15:00,Kanniyakumari,Tamil Nadu,7.57894,12.4224,10.0007,30.6,988.751,41.3972,Medium,4425.55
2153,30/03/2024 16:00,30/03/2024,30,March,16:00,Kanniyakumari,Tamil Nadu,2.97365,4.97491,3.97428,29.5,1011.49,33.0739,Low,291.847
